date,disease,Region,type,incident_cases,incident_cases_low,incident_cases_upp,rate,rate_low,rate_up
10/21/19,malaria,MANICA,Previsto,7350,6039,8815,349.64143059434184,287.28210595702274,419.3533332042568
10/28/19,malaria,MANICA,Previsto,7490,6094,9248,356.09793744729666,289.7281060657159,439.72013290884144
11/4/19,malaria,MANICA,Previsto,7768,6194,9423,369.1316580139053,294.3587437653186,447.7592961137069
11/11/19,malaria,MANICA,Previsto,8000,6614,9719,379.97730140862734,314.1428827012702,461.6026655412754
11/18/19,malaria,MANICA,Previsto,8362,6592,10073,396.9172057,312.92219712104105,478.15932468017934
11/25/19,malaria,MANICA,Previsto,8838,6996,10546,419.3221168699325,331.91427849371985,500.3430401413165
12/2/19,malaria,MANICA,Previsto,9831,8033,11538,466.1502455045239,380.8990103730494,547.1372607695017
12/9/19,malaria,MANICA,Previsto,10152,8273,12351,481.14639774801526,392.1051457,585.3466194
12/16/19,malaria,MANICA,Previsto,10479,8415,12434,496.3512645717597,398.58097401423447,588.9830991834236
12/23/19,malaria,MANICA,Previsto,11258,9055,13342,533.0030044934119,428.6695378451804,631.6699417369148
12/30/19,malaria,MANICA,Previsto,12564,10361,14820,594.4753566672879,490.2766660806005,701.2334911441559
1/6/20,malaria,MANICA,Previsto,14930,12498,17213,706.0668564,591.0683596720464,814.0247056361072
1/13/20,malaria,MANICA,Previsto,15626,13077,18096,738.6003987748126,618.1223154686467,855.3583629723419
10/1/18,malaria,MAPUTO CIDADE,Observado,368,368,368,32.796717832814274,32.796717832814274,32.796717832814274
10/8/18,malaria,MAPUTO CIDADE,Observado,399,399,399,35.55815993960247,35.55815993960247,35.55815993960247
10/15/18,malaria,MAPUTO CIDADE,Observado,307,307,307,27.358266647129835,27.358266647129835,27.358266647129835
10/22/18,malaria,MAPUTO CIDADE,Observado,311,311,311,27.713693621861086,27.713693621861086,27.713693621861086
10/29/18,malaria,MAPUTO CIDADE,Observado,316,316,316,28.158202349653948,28.158202349653948,28.158202349653948
11/5/18,malaria,MAPUTO CIDADE,Observado,340,340,340,30.29567135858878,30.29567135858878,30.29567135858878
11/12/18,malaria,MAPUTO CIDADE,Observado,399,399,399,35.55153699739876,35.55153699739876,35.55153699739876
11/19/18,malaria,MAPUTO CIDADE,Observado,356,356,356,31.71898677438888,31.71898677438888,31.71898677438888
11/26/18,malaria,MAPUTO CIDADE,Observado,331,331,331,29.49043132137388,29.49043132137388,29.49043132137388
12/3/18,malaria,MAPUTO CIDADE,Observado,408,408,408,36.34938917743537,36.34938917743537,36.34938917743537
12/10/18,malaria,MAPUTO CIDADE,Observado,488,488,488,43.475101064704695,43.475101064704695,43.475101064704695
12/17/18,malaria,MAPUTO CIDADE,Observado,412,412,412,36.70302157145413,36.70302157145413,36.70302157145413
12/24/18,malaria,MAPUTO CIDADE,Observado,340,340,340,30.287773247365003,30.287773247365003,30.287773247365003
12/31/18,malaria,MAPUTO CIDADE,Observado,480,480,480,42.75761686859248,42.75761686859248,42.75761686859248
1/7/19,malaria,MAPUTO CIDADE,Observado,769,769,769,68.50126536,68.50126536,68.50126536
1/14/19,malaria,MAPUTO CIDADE,Observado,910,910,910,81.05800915054468,81.05800915054468,81.05800915054468
1/21/19,malaria,MAPUTO CIDADE,Observado,759,759,759,67.60496678281633,67.60496678281633,67.60496678281633
1/28/19,malaria,MAPUTO CIDADE,Observado,691,691,691,61.54562171980113,61.54562171980113,61.54562171980113
2/4/19,malaria,MAPUTO CIDADE,Observado,645,645,645,57.446175297363794,57.446175297363794,57.446175297363794
2/11/19,malaria,MAPUTO CIDADE,Observado,698,698,698,62.16402358526635,62.16402358526635,62.16402358526635
2/18/19,malaria,MAPUTO CIDADE,Observado,533,533,533,47.46715396597185,47.46715396597185,47.46715396597185
2/25/19,malaria,MAPUTO CIDADE,Observado,515,515,515,45.86226547843322,45.86226547843322,45.86226547843322
3/4/19,malaria,MAPUTO CIDADE,Observado,474,474,474,42.20937370043652,42.20937370043652,42.20937370043652
3/11/19,malaria,MAPUTO CIDADE,Observado,585,585,585,52.091723284450445,52.091723284450445,52.091723284450445
3/18/19,malaria,MAPUTO CIDADE,Observado,502,502,502,44.69910927469891,44.69910927469891,44.69910927469891
3/25/19,malaria,MAPUTO CIDADE,Observado,451,451,451,40.15632749,40.15632749,40.15632749
4/1/19,malaria,MAPUTO CIDADE,Observado,393,393,393,34.99067257839415,34.99067257839415,34.99067257839415
4/8/19,malaria,MAPUTO CIDADE,Observado,387,387,387,34.45505918457695,34.45505918457695,34.45505918457695
4/15/19,malaria,MAPUTO CIDADE,Observado,336,336,336,29.913250546175306,29.913250546175306,29.913250546175306
4/22/19,malaria,MAPUTO CIDADE,Observado,350,350,350,31.158365835474942,31.158365835474942,31.158365835474942
4/29/19,malaria,MAPUTO CIDADE,Observado,395,395,395,35.1630081,35.1630081,35.1630081
5/6/19,malaria,MAPUTO CIDADE,Observado,585,585,585,52.07473748520565,52.07473748520565,52.07473748520565
5/13/19,malaria,MAPUTO CIDADE,Observado,567,567,567,50.47038073024304,50.47038073024304,50.47038073024304
5/20/19,malaria,MAPUTO CIDADE,Observado,501,501,501,44.59370406120576,44.59370406120576,44.59370406120576
5/27/19,malaria,MAPUTO CIDADE,Observado,495,495,495,44.05785210200112,44.05785210200112,44.05785210200112
6/3/19,malaria,MAPUTO CIDADE,Observado,496,496,496,44.14505875980822,44.14505875980822,44.14505875980822
6/10/19,malaria,MAPUTO CIDADE,Observado,358,358,358,31.861465744491404,31.861465744491404,31.861465744491404
6/17/19,malaria,MAPUTO CIDADE,Observado,318,318,318,28.300372168035388,28.300372168035388,28.300372168035388
6/24/19,malaria,MAPUTO CIDADE,Observado,315,315,315,28.03224522813498,28.03224522813498,28.03224522813498
7/1/19,malaria,MAPUTO CIDADE,Observado,314,314,314,27.942115395768493,27.942115395768493,27.942115395768493
7/8/19,malaria,MAPUTO CIDADE,Observado,350,350,350,31.144401015307476,31.144401015307476,31.144401015307476
7/15/19,malaria,MAPUTO CIDADE,Observado,368,368,368,32.74477890095917,32.74477890095917,32.74477890095917
7/22/19,malaria,MAPUTO CIDADE,Observado,322,322,322,28.650514237717605,28.650514237717605,28.650514237717605
7/29/19,malaria,MAPUTO CIDADE,Observado,323,323,323,28.73832015963547,28.73832015963547,28.73832015963547
8/5/19,malaria,MAPUTO CIDADE,Observado,302,302,302,26.868789864539576,26.868789864539576,26.868789864539576
8/12/19,malaria,MAPUTO CIDADE,Observado,314,314,314,27.93528587773613,27.93528587773613,27.93528587773613
8/19/19,malaria,MAPUTO CIDADE,Observado,302,302,302,26.86660089390644,26.86660089390644,26.86660089390644
8/26/19,malaria,MAPUTO CIDADE,Observado,423,423,423,37.62950088545484,37.62950088545484,37.62950088545484
9/2/19,malaria,MAPUTO CIDADE,Observado,356,356,356,31.66798268757636,31.66798268757636,31.66798268757636
9/9/19,malaria,MAPUTO CIDADE,Observado,380,380,380,33.80152609442736,33.80152609442736,33.80152609442736
9/16/19,malaria,MAPUTO CIDADE,Observado,318,318,318,28.28538820908483,28.28538820908483,28.28538820908483
9/23/19,malaria,MAPUTO CIDADE,Observado,267,267,267,23.74808515669253,23.74808515669253,23.74808515669253
9/30/19,malaria,MAPUTO CIDADE,Previsto,317,245,411,28.220726323329806,21.827670490941102,36.525703809225945
10/7/19,malaria,MAPUTO CIDADE,Previsto,335,257,444,29.768631486223025,22.85316065101024,39.46168315322703
10/14/19,malaria,MAPUTO CIDADE,Previsto,334,256,437,29.73076780381097,22.78980668999816,38.88888599855687
10/21/19,malaria,MAPUTO CIDADE,Previsto,314,238,419,27.92213034987041,21.16482313350581,37.223713613716754
10/28/19,malaria,MAPUTO CIDADE,Previsto,319,239,435,28.380592686455053,21.24191605,38.65061724139318
11/4/19,malaria,MAPUTO CIDADE,Previsto,328,246,442,29.20022882703926,21.84121162,39.28256631725304
11/11/19,malaria,MAPUTO CIDADE,Previsto,347,255,457,30.819854144847717,22.63482516416624,40.67353178486029
11/18/19,malaria,MAPUTO CIDADE,Previsto,375,280,481,33.33407482146224,24.85198593002419,42.76738315653435
11/25/19,malaria,MAPUTO CIDADE,Previsto,382,283,496,33.92153787303626,25.185682947418943,44.13827135431656
12/2/19,malaria,MAPUTO CIDADE,Previsto,420,320,540,37.381421277196296,28.424528711427097,47.97801628912622
12/9/19,malaria,MAPUTO CIDADE,Previsto,433,332,561,38.49349847846115,29.475735272063343,49.83756680921117
12/16/19,malaria,MAPUTO CIDADE,Previsto,439,327,570,39.01487547521678,29.06154004013932,50.644509359403074
12/23/19,malaria,MAPUTO CIDADE,Previsto,458,346,582,40.75171925643198,30.79447693053709,51.737179168005895
12/30/19,malaria,MAPUTO CIDADE,Previsto,556,433,701,49.40864701021205,38.50132715632571,62.27060501756048
1/6/20,malaria,MAPUTO CIDADE,Previsto,754,621,901,67.05885140982167,55.23831877898871,80.05030122616998
1/13/20,malaria,MAPUTO CIDADE,Previsto,836,693,983,74.26707399070374,61.569032953652446,87.37207670301551
10/1/18,malaria,MAPUTO PROVINCIA,Observado,802,802,802,38.00154967666106,38.00154967666106,38.00154967666106
10/8/18,malaria,MAPUTO PROVINCIA,Observado,831,831,831,39.34563507,39.34563507,39.34563507
10/15/18,malaria,MAPUTO PROVINCIA,Observado,881,881,881,41.68120767,41.68120767,41.68120767
10/22/18,malaria,MAPUTO PROVINCIA,Observado,766,766,766,36.21281256802067,36.21281256802067,36.21281256802067
10/29/18,malaria,MAPUTO PROVINCIA,Observado,700,700,700,33.06746335754869,33.06746335754869,33.06746335754869
11/5/18,malaria,MAPUTO PROVINCIA,Observado,695,695,695,32.806299913414584,32.806299913414584,32.806299913414584
11/12/18,malaria,MAPUTO PROVINCIA,Observado,901,901,901,42.49786315624561,42.49786315624561,42.49786315624561
11/19/18,malaria,MAPUTO PROVINCIA,Observado,752,752,752,35.44298171044624,35.44298171044624,35.44298171044624
11/26/18,malaria,MAPUTO PROVINCIA,Observado,914,914,914,43.04561959875541,43.04561959875541,43.04561959875541
12/3/18,malaria,MAPUTO PROVINCIA,Observado,1044,1044,1044,49.130804322888125,49.130804322888125,49.130804322888125
12/10/18,malaria,MAPUTO PROVINCIA,Observado,972,972,972,45.70781886,45.70781886,45.70781886
12/17/18,malaria,MAPUTO PROVINCIA,Observado,955,955,955,44.87440579139007,44.87440579139007,44.87440579139007
12/24/18,malaria,MAPUTO PROVINCIA,Observado,869,869,869,40.80247160330647,40.80247160330647,40.80247160330647
12/31/18,malaria,MAPUTO PROVINCIA,Observado,782,782,782,36.68977528216408,36.68977528216408,36.68977528216408
1/7/19,malaria,MAPUTO PROVINCIA,Observado,1547,1547,1547,72.58194675384632,72.58194675384632,72.58194675384632
1/14/19,malaria,MAPUTO PROVINCIA,Observado,1393,1393,1393,65.30646453217767,65.30646453217767,65.30646453217767
1/21/19,malaria,MAPUTO PROVINCIA,Observado,1404,1404,1404,65.77171679243617,65.77171679243617,65.77171679243617
1/28/19,malaria,MAPUTO PROVINCIA,Observado,1312,1312,1312,61.41481867991341,61.41481867991341,61.41481867991341
2/4/19,malaria,MAPUTO PROVINCIA,Observado,1140,1140,1140,53.32264865469327,53.32264865469327,53.32264865469327
2/11/19,malaria,MAPUTO PROVINCIA,Observado,1223,1223,1223,57.161168357167874,57.161168357167874,57.161168357167874
2/18/19,malaria,MAPUTO PROVINCIA,Observado,1304,1304,1304,60.90041653844364,60.90041653844364,60.90041653844364
2/25/19,malaria,MAPUTO PROVINCIA,Observado,1890,1890,1890,88.20084808507768,88.20084808507768,88.20084808507768
3/4/19,malaria,MAPUTO PROVINCIA,Observado,1212,1212,1212,56.51739226255509,56.51739226255509,56.51739226255509
3/11/19,malaria,MAPUTO PROVINCIA,Observado,1260,1260,1260,58.71091266328799,58.71091266328799,58.71091266328799
3/18/19,malaria,MAPUTO PROVINCIA,Observado,1310,1310,1310,60.99421210413125,60.99421210413125,60.99421210413125
3/25/19,malaria,MAPUTO PROVINCIA,Observado,1009,1009,1009,46.943751350791416,46.943751350791416,46.943751350791416
4/1/19,malaria,MAPUTO PROVINCIA,Observado,1092,1092,1092,50.76668566781658,50.76668566781658,50.76668566781658
4/8/19,malaria,MAPUTO PROVINCIA,Observado,1205,1205,1205,55.97743807292676,55.97743807292676,55.97743807292676
4/15/19,malaria,MAPUTO PROVINCIA,Observado,1050,1050,1050,48.73997697187836,48.73997697187836,48.73997697187836
4/22/19,malaria,MAPUTO PROVINCIA,Observado,1015,1015,1015,47.07955645812888,47.07955645812888,47.07955645812888
4/29/19,malaria,MAPUTO PROVINCIA,Observado,977,977,977,45.28260825541774,45.28260825541774,45.28260825541774
5/6/19,malaria,MAPUTO PROVINCIA,Observado,1274,1274,1274,59.00340813974133,59.00340813974133,59.00340813974133
5/13/19,malaria,MAPUTO PROVINCIA,Observado,1409,1409,1409,65.20632317288992,65.20632317288992,65.20632317288992
5/20/19,malaria,MAPUTO PROVINCIA,Observado,1402,1402,1402,64.83328550695767,64.83328550695767,64.83328550695767
5/27/19,malaria,MAPUTO PROVINCIA,Observado,1049,1049,1049,48.47268219394388,48.47268219394388,48.47268219394388
6/3/19,malaria,MAPUTO PROVINCIA,Observado,900,900,900,41.55620382444221,41.55620382444221,41.55620382444221
6/10/19,malaria,MAPUTO PROVINCIA,Observado,844,844,844,38.94106703208525,38.94106703208525,38.94106703208525
6/17/19,malaria,MAPUTO PROVINCIA,Observado,767,767,767,35.36169345167471,35.36169345167471,35.36169345167471
6/24/19,malaria,MAPUTO PROVINCIA,Observado,698,698,698,32.15626883519598,32.15626883519598,32.15626883519598
7/1/19,malaria,MAPUTO PROVINCIA,Observado,706,706,706,32.50032569377382,32.50032569377382,32.50032569377382
7/8/19,malaria,MAPUTO PROVINCIA,Observado,794,794,794,36.52384952173997,36.52384952173997,36.52384952173997
7/15/19,malaria,MAPUTO PROVINCIA,Observado,730,730,730,33.554608711363315,33.554608711363315,33.554608711363315
7/22/19,malaria,MAPUTO PROVINCIA,Observado,707,707,707,32.47298816924711,32.47298816924711,32.47298816924711
7/29/19,malaria,MAPUTO PROVINCIA,Observado,794,794,794,36.44157258271933,36.44157258271933,36.44157258271933
8/5/19,malaria,MAPUTO PROVINCIA,Observado,706,706,706,32.37839527762266,32.37839527762266,32.37839527762266
8/12/19,malaria,MAPUTO PROVINCIA,Observado,742,742,742,34.00390399787707,34.00390399787707,34.00390399787707
8/19/19,malaria,MAPUTO PROVINCIA,Observado,711,711,711,32.56964913990244,32.56964913990244,32.56964913990244
8/26/19,malaria,MAPUTO PROVINCIA,Observado,971,971,971,44.43174306787543,44.43174306787543,44.43174306787543
9/2/19,malaria,MAPUTO PROVINCIA,Observado,776,776,776,35.48222375059338,35.48222375059338,35.48222375059338
9/9/19,malaria,MAPUTO PROVINCIA,Observado,983,983,983,44.91359904980978,44.91359904980978,44.91359904980978
9/16/19,malaria,MAPUTO PROVINCIA,Observado,1027,1027,1027,46.88892294763765,46.88892294763765,46.88892294763765
9/23/19,malaria,MAPUTO PROVINCIA,Observado,778,778,778,35.494014815610214,35.494014815610214,35.494014815610214
9/30/19,malaria,MAPUTO PROVINCIA,Previsto,865,650,1232,39.41664102700358,29.63933250411877,56.18375761
10/7/19,malaria,MAPUTO PROVINCIA,Previsto,917,691,1318,41.79497270751883,31.464950542375764,60.0626936
10/14/19,malaria,MAPUTO PROVINCIA,Previsto,923,681,1355,41.99530461496789,30.97863078,61.69948290186229
10/21/19,malaria,MAPUTO PROVINCIA,Previsto,913,654,1348,41.51661902053724,29.727597069941524,61.303657045092606
10/28/19,malaria,MAPUTO PROVINCIA,Previsto,968,679,1434,44.01287598594266,30.86784586,65.17760232452446
11/4/19,malaria,MAPUTO PROVINCIA,Previsto,969,655,1427,44.00139895744002,29.731457006493137,64.81749183212295
11/11/19,malaria,MAPUTO PROVINCIA,Previsto,1028,705,1449,46.66640474118088,31.998727212354257,65.77448993
11/18/19,malaria,MAPUTO PROVINCIA,Previsto,999,687,1468,45.30686434545454,31.16044645307921,66.58812207517389
11/25/19,malaria,MAPUTO PROVINCIA,Previsto,1167,835,1599,52.86863653,37.85294579954025,72.46064189460611
12/2/19,malaria,MAPUTO PROVINCIA,Previsto,1251,881,1728,56.64102459383992,39.90879649911599,78.24047951704074
12/9/19,malaria,MAPUTO PROVINCIA,Previsto,1189,828,1657,53.81105271905686,37.48098974,74.98979955009266
12/16/19,malaria,MAPUTO PROVINCIA,Previsto,1249,845,1759,56.49765640196996,38.19635093108943,79.54848270582158
12/23/19,malaria,MAPUTO PROVINCIA,Previsto,1167,763,1649,52.72042899468472,34.47831889307867,74.52507232544178
12/30/19,malaria,MAPUTO PROVINCIA,Previsto,1308,903,1835,59.05797536779955,40.79191097880239,82.86855307520266
1/6/20,malaria,MAPUTO PROVINCIA,Previsto,1576,1126,2148,71.11990923752984,50.791615148999725,96.9045288
1/13/20,malaria,MAPUTO PROVINCIA,Previsto,1665,1206,2223,75.05560611503174,54.35315169405032,100.21842706995828
10/1/18,malaria,NAMPULA,Observado,33958,33958,33958,565.9595685904106,565.9595685904106,565.9595685904106
10/8/18,malaria,NAMPULA,Observado,34434,34434,34434,573.6273652,573.6273652,573.6273652
10/15/18,malaria,NAMPULA,Observado,35418,35418,35418,589.7468043,589.7468043,589.7468043
10/22/18,malaria,NAMPULA,Observado,33127,33127,33127,551.3443639803035,551.3443639803035,551.3443639803035
10/29/18,malaria,NAMPULA,Observado,34388,34388,34388,572.0672841158345,572.0672841158345,572.0672841158345
11/5/18,malaria,NAMPULA,Observado,30322,30322,30322,504.1928940085229,504.1928940085229,504.1928940085229
11/12/18,malaria,NAMPULA,Observado,30943,30943,30943,514.2869504523729,514.2869504523729,514.2869504523729
11/19/18,malaria,NAMPULA,Observado,28285,28285,28285,469.8887180760912,469.8887180760912,469.8887180760912
11/26/18,malaria,NAMPULA,Observado,28382,28382,28382,471.2827700995372,471.2827700995372,471.2827700995372
12/3/18,malaria,NAMPULA,Observado,28811,28811,28811,478.1858529362131,478.1858529362131,478.1858529362131
12/10/18,malaria,NAMPULA,Observado,28540,28540,28540,473.4778524,473.4778524,473.4778524
12/17/18,malaria,NAMPULA,Observado,30870,30870,30870,511.89538106026015,511.89538106026015,511.89538106026015
12/24/18,malaria,NAMPULA,Observado,26992,26992,26992,447.3689581049357,447.3689581049357,447.3689581049357
12/31/18,malaria,NAMPULA,Observado,31084,31084,31084,514.9623875673461,514.9623875673461,514.9623875673461
1/7/19,malaria,NAMPULA,Observado,38853,38853,38853,643.6698508607031,643.6698508607031,643.6698508607031
1/14/19,malaria,NAMPULA,Observado,42279,42279,42279,700.0982796203816,700.0982796203816,700.0982796203816
1/21/19,malaria,NAMPULA,Observado,43821,43821,43821,725.2911500202356,725.2911500202356,725.2911500202356
1/28/19,malaria,NAMPULA,Observado,51007,51007,51007,843.8315550136231,843.8315550136231,843.8315550136231
2/4/19,malaria,NAMPULA,Observado,46331,46331,46331,766.1144204440687,766.1144204440687,766.1144204440687
2/11/19,malaria,NAMPULA,Observado,55042,55042,55042,909.7294356,909.7294356,909.7294356
2/18/19,malaria,NAMPULA,Observado,47822,47822,47822,790.0270292670364,790.0270292670364,790.0270292670364
2/25/19,malaria,NAMPULA,Observado,47651,47651,47651,786.8328867752953,786.8328867752953,786.8328867752953
3/4/19,malaria,NAMPULA,Observado,42161,42161,42161,695.8533984099786,695.8533984099786,695.8533984099786
3/11/19,malaria,NAMPULA,Observado,44840,44840,44840,739.7226447429656,739.7226447429656,739.7226447429656
3/18/19,malaria,NAMPULA,Observado,43081,43081,43081,710.3716830430744,710.3716830430744,710.3716830430744
3/25/19,malaria,NAMPULA,Observado,45952,45952,45952,757.3575074725659,757.3575074725659,757.3575074725659
4/1/19,malaria,NAMPULA,Observado,44594,44594,44594,734.6317468318609,734.6317468318609,734.6317468318609
4/8/19,malaria,NAMPULA,Observado,40879,40879,40879,673.1167028988938,673.1167028988938,673.1167028988938
4/15/19,malaria,NAMPULA,Observado,34233,34233,34233,563.4196641108324,563.4196641108324,563.4196641108324
4/22/19,malaria,NAMPULA,Observado,39279,39279,39279,646.1665824908149,646.1665824908149,646.1665824908149
4/29/19,malaria,NAMPULA,Observado,38168,38168,38168,627.5966272259258,627.5966272259258,627.5966272259258
5/6/19,malaria,NAMPULA,Observado,43892,43892,43892,721.3794870006433,721.3794870006433,721.3794870006433
5/13/19,malaria,NAMPULA,Observado,43326,43326,43326,711.7448425358137,711.7448425358137,711.7448425358137
5/20/19,malaria,NAMPULA,Observado,40594,40594,40594,666.5534655050253,666.5534655050253,666.5534655050253
5/27/19,malaria,NAMPULA,Observado,36857,36857,36857,604.9098137202591,604.9098137202591,604.9098137202591
6/3/19,malaria,NAMPULA,Observado,35171,35171,35171,576.9696422414826,576.9696422414826,576.9696422414826
6/10/19,malaria,NAMPULA,Observado,37997,37997,37997,623.0390221985143,623.0390221985143,623.0390221985143
6/17/19,malaria,NAMPULA,Observado,36066,36066,36066,591.1010148048518,591.1010148048518,591.1010148048518
6/24/19,malaria,NAMPULA,Observado,36679,36679,36679,600.8680261938928,600.8680261938928,600.8680261938928
7/1/19,malaria,NAMPULA,Observado,37913,37913,37913,620.7943191971106,620.7943191971106,620.7943191971106
7/8/19,malaria,NAMPULA,Observado,37028,37028,37028,606.0213262943993,606.0213262943993,606.0213262943993
7/15/19,malaria,NAMPULA,Observado,35652,35652,35652,583.2298099246227,583.2298099246227,583.2298099246227
7/22/19,malaria,NAMPULA,Observado,36933,36933,36933,603.9050461011076,603.9050461011076,603.9050461011076
7/29/19,malaria,NAMPULA,Observado,37582,37582,37582,614.2318201428711,614.2318201428711,614.2318201428711
8/5/19,malaria,NAMPULA,Observado,37466,37466,37466,612.0518231304965,612.0518231304965,612.0518231304965
8/12/19,malaria,NAMPULA,Observado,36602,36602,36602,597.6600426009849,597.6600426009849,597.6600426009849
8/19/19,malaria,NAMPULA,Observado,35999,35999,35999,587.5413984945889,587.5413984945889,587.5413984945889
8/26/19,malaria,NAMPULA,Observado,39324,39324,39324,641.5115021523295,641.5115021523295,641.5115021523295
9/2/19,malaria,NAMPULA,Observado,36903,36903,36903,601.7377405369291,601.7377405369291,601.7377405369291
9/9/19,malaria,NAMPULA,Observado,35771,35771,35771,583.0094171,583.0094171,583.0094171
9/16/19,malaria,NAMPULA,Observado,35883,35883,35883,584.5642306049682,584.5642306049682,584.5642306049682
9/23/19,malaria,NAMPULA,Observado,32515,32515,32515,529.4517004352898,529.4517004352898,529.4517004352898
9/30/19,malaria,NAMPULA,Previsto,35423,32771,37868,576.5309495514264,533.3770490886133,616.3266227203364
10/7/19,malaria,NAMPULA,Previsto,35785,33067,38536,582.1605193359646,537.9503150945402,626.9101338353015
10/14/19,malaria,NAMPULA,Previsto,35946,33030,38489,584.5084362088085,537.1001200483034,625.8571512848085
10/21/19,malaria,NAMPULA,Previsto,35557,32383,38478,577.9177542587091,526.3285598072711,625.3931420643586
10/28/19,malaria,NAMPULA,Previsto,34959,31843,38040,567.9291664,517.3138986218886,617.9931993650916
11/4/19,malaria,NAMPULA,Previsto,33651,30497,37018,546.4331303583073,495.21067904310974,601.1128949578966
11/11/19,malaria,NAMPULA,Previsto,32724,29331,36369,531.1420561679754,476.0674391964508,590.2910666391267
11/18/19,malaria,NAMPULA,Previsto,32231,28868,36033,522.8969118256899,468.3264280122903,584.5808275987885
11/25/19,malaria,NAMPULA,Previsto,31879,28362,35645,516.9429279702306,459.9101413102614,578.0199445565747
12/2/19,malaria,NAMPULA,Previsto,31997,28062,35904,518.6196508,454.8346090287045,581.9396577
12/9/19,malaria,NAMPULA,Previsto,31332,27427,35459,507.6121024596133,444.33810931959374,574.4595848280949
12/16/19,malaria,NAMPULA,Previsto,31794,27926,36265,514.8616318617103,452.2185178597418,587.2517116070948
12/23/19,malaria,NAMPULA,Previsto,32436,28307,36899,525.0167783805775,458.1835795997175,597.2408001914528
12/30/19,malaria,NAMPULA,Previsto,35056,30683,39625,567.1519953585935,496.4145903124812,641.0781094190138
1/6/20,malaria,NAMPULA,Previsto,40353,35764,44711,652.5609616279269,578.3438063422575,723.0246628093287
1/13/20,malaria,NAMPULA,Previsto,43374,38871,48299,701.0734544435938,628.2949818016585,780.6820636526209
10/1/18,malaria,NIASSA,Observado,8469,8469,8469,441.61543872202094,441.61543872202094,441.61543872202094
10/8/18,malaria,NIASSA,Observado,8541,8541,8541,445.12247333750383,445.12247333750383,445.12247333750383
10/15/18,malaria,NIASSA,Observado,8620,8620,8620,448.9310395491782,448.9310395491782,448.9310395491782
10/22/18,malaria,NIASSA,Observado,9210,9210,9210,479.3544869069314,479.3544869069314,479.3544869069314
10/29/18,malaria,NIASSA,Observado,9401,9401,9401,488.98573759923374,488.98573759923374,488.98573759923374
11/5/18,malaria,NIASSA,Observado,8896,8896,8896,462.44885864170976,462.44885864170976,462.44885864170976
11/12/18,malaria,NIASSA,Observado,9276,9276,9276,481.8738365919504,481.8738365919504,481.8738365919504
11/19/18,malaria,NIASSA,Observado,8844,8844,8844,459.1418027421829,459.1418027421829,459.1418027421829
11/26/18,malaria,NIASSA,Observado,8903,8903,8903,461.9129543577655,461.9129543577655,461.9129543577655
12/3/18,malaria,NIASSA,Observado,10344,10344,10344,536.3374484365695,536.3374484365695,536.3374484365695
12/10/18,malaria,NIASSA,Observado,11460,11460,11460,593.8111338668339,593.8111338668339,593.8111338668339
12/17/18,malaria,NIASSA,Observado,13569,13569,13569,702.6457343580172,702.6457343580172,702.6457343580172
12/24/18,malaria,NIASSA,Observado,12942,12942,12942,669.7971083920305,669.7971083920305,669.7971083920305
12/31/18,malaria,NIASSA,Observado,15473,15473,15473,800.2565289461367,800.2565289461367,800.2565289461367
1/7/19,malaria,NIASSA,Observado,20428,20428,20428,1056.5268773548555,1056.5268773548555,1056.5268773548555
1/14/19,malaria,NIASSA,Observado,20991,20991,20991,1084.9461490366584,1084.9461490366584,1084.9461490366584
1/21/19,malaria,NIASSA,Observado,17223,17223,17223,889.619695,889.619695,889.619695
1/28/19,malaria,NIASSA,Observado,16581,16581,16581,855.9078704934321,855.9078704934321,855.9078704934321
2/4/19,malaria,NIASSA,Observado,16979,16979,16979,875.8894626998059,875.8894626998059,875.8894626998059
2/11/19,malaria,NIASSA,Observado,18561,18561,18561,956.8847560376224,956.8847560376224,956.8847560376224
2/18/19,malaria,NIASSA,Observado,17150,17150,17150,883.5754499819524,883.5754499819524,883.5754499819524
2/25/19,malaria,NIASSA,Observado,17217,17217,17217,886.4585340743637,886.4585340743637,886.4585340743637
3/4/19,malaria,NIASSA,Observado,14148,14148,14148,727.9769113797236,727.9769113797236,727.9769113797236
3/11/19,malaria,NIASSA,Observado,16971,16971,16971,872.6734722,872.6734722,872.6734722
3/18/19,malaria,NIASSA,Observado,15807,15807,15807,812.2987014411615,812.2987014411615,812.2987014411615
3/25/19,malaria,NIASSA,Observado,15298,15298,15298,785.6391279525783,785.6391279525783,785.6391279525783
4/1/19,malaria,NIASSA,Observado,17035,17035,17035,874.2847569,874.2847569,874.2847569
4/8/19,malaria,NIASSA,Observado,16436,16436,16436,843.0035411944508,843.0035411944508,843.0035411944508
4/15/19,malaria,NIASSA,Observado,15223,15223,15223,780.2902651082115,780.2902651082115,780.2902651082115
4/22/19,malaria,NIASSA,Observado,16147,16147,16147,827.1240303338432,827.1240303338432,827.1240303338432
4/29/19,malaria,NIASSA,Observado,15637,15637,15637,800.4887966575903,800.4887966575903,800.4887966575903
5/6/19,malaria,NIASSA,Observado,15980,15980,15980,817.5264302243445,817.5264302243445,817.5264302243445
5/13/19,malaria,NIASSA,Observado,16333,16333,16333,835.0536346428268,835.0536346428268,835.0536346428268
5/20/19,malaria,NIASSA,Observado,15553,15553,15553,794.6687559757554,794.6687559757554,794.6687559757554
